"Name", "Rating", "Description"
"E-ware Electric Air Purifier Humidifier Aroma Diffuser Room Freshner with LED Light (Air Purifier 606)","5.0 out of 5 stars","Water based air purifier, air revitalisor, air refresher, humidifier with Led light. Fashion and elegant green leaf cover design.
Uses professional hydro-purification technology for purification of air through water. Purifes the room air and improves the air quality.
Removes Odour, Bacteria or any other air contaminants. Remove all kinds of air pollutants such as PM2.5, dust, pollen, peculiar smell, allergen, and formaldehyde of house decoration etc.
Releases fresh fragrant air for healthy breathing after adding aroma fragrance oil (not included in package).
Rated Voltage: 240V b. Rotating Speed: 2200-2300 rpm c. Lights Type: LEDs d. Size: 18.5*18.5*16CM e. Power: 10 to 16 W f. Noise: 20-35dB g. Air flow: 100 m3 / h. Certification: CE, RoHS
"
"Maharaja Whiteline Cool Stream 25-Litre Air Cooler (White)","none","Cooler type: Personal cooler, suitable for spot cooling or cooling smaller spaces withing your room
Capacity: 25 litres, ideal for room size up to 160 sqft
High air delivery of 1600 m3/hr, heavy air throw of 35 ft., 4 way air deflection, 3 speed levels (low, medium & high)
Power: 120 watts, operating voltage: 230-240 v, supports invertor: Yes
Always allow for cross-ventilation in your area / room, else cooler won’t work effectively
Rust proof body
Warranty 1 year
Capacity: 25 liters
Warranty: 1 year warranty provided by the manufacturer from date of purchase
Power: 120 watts; Operating Voltage: 230 - 230 volts
Includes: Main Unit, Remote, User Manual with Warranty Card
For Product related information, contact customer contact us_on[011-43684999] [011-33684999]
"
"TCL KJ65F-A1 Air Purifiers (White)","4.5 out of 5 stars","Friendly for allergies and breath - tcl air purifier works perfect in your living space and gives you comforting sleep and breath accompany.
Genuine super hepa 3 filtration
Quiet and easy operation
Modern design with night light- cadr largest at 65 m³/h, two modes night light available
Easy 3 speed fan setting, air cleaner comes with lowest noise at 26.1db
It is designed for use in a room up to 80 sq. ft
Warranty: 1 year warranty provided by the manufacturer from date of purchase
Power: 30 watts; Operating Voltage: 220 - 240 volts
Includes: Foam, PP bag, product manual
"
"4tens 150PSI 12v Electric High Pressure Aluminium Pump for Motorbikes, Cycles, Inflatable Toys, Basketball, Footballs, Beds, Pools with Extra Tyre Pressure Gauge Multi Colour","1.0 out of 5 stars","Material-Aluminium Alloy with Copper Winding
Pressure : 150PSI , Displacement : 35L/Min.
4 types of nozzle to fill air in tyres of Car,Bike,Cycle and Football/Basketball.
For Use :- All Car , Bus ,Truck ,4*4S ,VAN, ETC…. DC12V, please note that the unit may get hot if used for a very long period.
Alligator clips can be used to run device directly with car battery or any 12 v power supply
"
"Renew Air Activated Coconut Charcoal Natural Air Purifier Bag for Home, Cars, Bathrooms, Kitchen, Living Area, Office |Odor Eliminator | Moisture Absorber |Odor Absorber (2 Bags 200+100 Gm, Brown)","none","Natural, non-toxic RenewAir purifier bag is made of Activated Coconut Charcoal. It binds to and filters out bacteria and other pollutants and works as a Natural neutralizer and deodorizer
Eliminates odors and removes moisture- RenewAir Purifier Bag acts as a sponge in absorbing odors, bacteria, pollutants, and moisture in the air. They work great in indoor spaces like bedroom, children room, kitchens, basements, cars and office area
Long lasting and effective - RenewAir Purifier Bag is a natural and effective alternative to chemical deodorizers, gels, sprays and crystals that are not healthy for people and not good for the planet
Portable, does not require electricity or repair - Without any maintenance, the bags are reusable for up to two years. To rejuvenate and re-activate place the bags outside in the sun once a month for about an hour
300g RenewAir Purifier Bag suitable for the bedroom, children room, kitchens, basements, office cabin, car, and living areas
"
"ECO-NUT (Geranium + Peppermint)  Herbal Air Purifier (Combo Pack)","5.0 out of 5 stars","ECO-NUT Geranium and ECO-NUT Peppermint are Herbal Air Purifiers composed with Pure Essential Oils
Geranium fragrance gives uplifting properties like relaxing, enhance the mood, boost resistnace to stress while, Peppermint fragrance gives coolness and freshness to the surroundings
The essential oils used in this product has ability to lower the bacterial burden of the room
"
"ECO-NUT Geranium Herbal Air Purifier","5.0 out of 5 stars","ECO-NUT Geranium is a Herbal Air Purifier composed with Pure Essential Oils
Its fragrance gives uplifting properties like relaxing, enhance the mood, boost resistnace to stress
The essential oils used in this product has ability to lower the bacterial burden of the room
"
"ALL NATURALS USB Salt Lamp Unique Diwali Gift with Color Changing LED Rare White Egg Shape for Kids Room, Office, Study, Peace, Harmony & Decor, Works with Laptop & Mobile Chargers","none","TIRED OF THOSE PINK HIMALAYAN SALT LAMPS?? How about a beautiful and compact lamp made from rare Himalayan White Rock Salt that is 100% natural, radiates different lights from each side, relaxes your senses, and spreads tons of positivity at your workplace or in your bedroom? Too good to be true? Then read on
NOT HAVING A HIMALAYAN SALT LAMP IN YOUR HOME OR OFFICE IS LIKE NOT HAVING A WINDOW!! All Naturals Himalayan Pink Salt Lamp is exactly what you need to bring positivity to your surroundings, and, most importantly to your mind, in these stressful times, along with a unique addition to your décor.
NATURAL AIR PURIFIER: Salt, being hygroscopic, attracts water molecules from the air that hold dirt, pollen, smoke and bacteria. This purifies the air naturally.
BENEFITS OF A SALT LAMP: Promotes sound sleep. Purifies & Deodorizes the Air. Neutralizes Electromagnetic Radiation. Improves Mood & Concentration. Reduces Static Electricity from the surroundings. Known to increase Energy Levels. Environmentally-Friendly. runs on a 2W LED Bulb
PACKAGE CONTENTS: 1 Himalayan Rock Salt Usb Lamp Mountain Shaped. CARE INSTRUCTIONS: HANDLE WITH CARE. This lamp is made from rock salt crystals, hence, is fragile. KEEP AWAY FROM WATER TO AVOID SALT FROM DISSOLVING. During rainy season, wrap this lamp with transparent cling film/shrink wrap and continue to use. Remove the climg film/shrink wrap after the rainy season
"
"TruSens Z-3000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Large)","3.6 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators.
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation.
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"TruSens Z-2000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Medium)","3.8 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"BuyChoice 1Pcs Sleeping Aid Anti-Snoring Stop Snoring Device Nose Air Clean Filter-White","none","Brand Name:Sumifunitem Type:Sleep & Snoringwork Mode:Auto
Model Number:96221Type:Anti Snore Nose Clipmaterial:Abs
Product Type: Air Purifier
Package Include: 1 X Unit
"
"iCube Air Dash Car Air Purifier Replacement Filter","none","iCube Air Dash Replacement Filter
HEPA
Active Carbon
Pre Filter
"
"Ultra Zon Mini Wood Finish Aroma Atomization Humidifier For Home Office and Car","none","No matter where you are,As long as there is around bottled water, plug in the USB power supply can be humidified.
This is Mini ultrasonic aroma humidifier with color changing LED.
Perfect for indoor and travel usage.
Rated Power:3 Watt
Color:Random(as per inventory availability)
"
"Replacement Composite Filter for JSB HF123 Air Purifier","none","Replacement Composite Filter for JSB HF123 Air Purifier.
Approx. Life Per Filter : 3000 hours.
"
"Replacement HEPA Filter for JSB HF122 Air Purifier","none","Replacement HEPA Filter for JSB HF122 Air Purifier.
Approx. Life Per Filter : 3000 hours.
"
"MOSO NATURAL Air Purifying Bag 3 Pack. Bamboo Charcoal Air Freshener, Deodorizer, Odor Eliminator, Odor Absorber for Cars and Closets. 200g Charcoal Color","none","MOSO NATURAL BAMBOO CHARCOAL AIR PURIFYING BAGS are the perfect odor absorbers for cars, closets, bathrooms, and pet areas. Our activated charcoal odor eliminator is made from 100% activated bamboo charcoal and covers 90 square feet
The MOSO NATURAL charcoal deodorizer bag has NO FRAGRANCES or CHEMICALS and is NON TOXIC. This activated charcoal air purifier bag eliminates odors without just masking them, keeping people and pets safe from harmful residues
100% natural charcoal odor eliminator PREVENTS MOLD, MILDEW and BACTERIA from forming by absorbing excess moisture. The Moso natural odor eliminator is continuously working to absorb and remove odors, allergens and harmful pollutants and to clean and freshen the air
REUSE FOR UP TO TWO YEARS place the bag outside in the sun once a month for at least one hour to rejuvenate. At the end of the bags lifespan you can recycle the bamboo charcoal bag into the soil. The only charcoal odor eliminator you will ever need
This odor absorber is a CONVENIENT way to maintain a fresh, dry, and odorless environment. The REUSABLE BAMBOO DEODORIZER BAG is easily portable and can be moved from room to room, and from house to car.
"
